PassengerId,Survived,生存推論確率
892,0,0.0
893,0,0.0
894,0,0.3333333333333333
895,0,0.12371134020618557
896,1,1.0
897,0,0.12371134020618557
898,0,0.0
899,0,0.0
900,1,0.8620689655172413
901,0,0.0
902,0,0.12371134020618557
903,0,0.0
904,1,1.0
905,0,0.3333333333333333
906,1,1.0
907,1,1.0
908,0,0.08571428571428572
909,0,0.13114754098360656
910,1,0.5714285714285714
911,0,0.0
912,1,1.0
913,1,1.0
914,1,1.0
915,1,0.6363636363636364
916,1,1.0
917,0,0.0
918,1,1.0
919,0,0.13114754098360656
920,0,0.3333333333333333
921,0,0.5
922,0,0.0
923,0,0.0
924,1,0.6666666666666666
925,0,0.0
926,0,0.3333333333333333
927,0,0.13114754098360656
928,0,0.0
929,0,0.0
930,0,0.12371134020618557
931,1,1.0
932,0,0.0
933,1,0.6666666666666666
934,0,0.0
935,1,0.9090909090909091
936,1,1.0
937,0,0.12371134020618557
938,0,0.3333333333333333
939,0,0.13114754098360656
940,1,1.0
941,1,1.0
942,1,0.6363636363636364
943,0,0.13114754098360656
944,1,1.0
945,0,0.0
946,0,0.13114754098360656
947,0,0.0
948,0,0.0
949,0,0.12371134020618557
950,0,0.0
951,1,1.0
952,0,0.12371134020618557
953,0,0.38461538461538464
954,0,0.12371134020618557
955,1,0.8620689655172413
956,1,1.0
957,1,1.0
958,1,0.8620689655172413
959,0,0.3333333333333333
960,0,0.3333333333333333
961,1,1.0
962,1,0.8620689655172413
963,0,0.12371134020618557
964,0,0.0
965,0,0.3333333333333333
966,1,1.0
967,0,0.0
968,0,0.12371134020618557
969,1,0.6666666666666666
970,0,0.05
971,1,0.8620689655172413
972,1,1.0
973,0,0.0
974,0,0.0
975,0,0.12371134020618557
976,0,0.13114754098360656
977,0,0.13114754098360656
978,1,0.8620689655172413
979,1,1.0
980,1,0.8620689655172413
981,1,1.0
982,1,1.0
983,0,0.12371134020618557
984,0,0.0
985,0,0.12371134020618557
986,0,0.0
987,0,0.12371134020618557
988,1,1.0
989,0,0.0625
990,1,0.5714285714285714
991,0,0.08571428571428572
992,1,1.0
993,0,0.0
994,0,0.13114754098360656
995,0,0.12371134020618557
996,1,0.8620689655172413
997,0,0.0
998,0,0.13114754098360656
999,0,0.13114754098360656
1000,0,0.12371134020618557
1001,0,0.05
1002,0,0.0
1003,1,0.8620689655172413
1004,1,1.0
1005,1,0.8620689655172413
1006,1,1.0
1007,0,0.13114754098360656
1008,0,0.13114754098360656
1009,1,1.0
1010,0,0.3333333333333333
1011,1,1.0
1012,1,1.0
1013,0,0.13114754098360656
1014,1,1.0
1015,0,0.0625
1016,0,0.13114754098360656
1017,1,1.0
1018,0,0.12371134020618557
1019,1,1.0
1020,0,0.08571428571428572
1021,0,0.12371134020618557
1022,0,0.38461538461538464
1023,0,0.3333333333333333
1024,0,0.0
1025,0,0.13114754098360656
1026,0,0.0
1027,0,0.12371134020618557
1028,0,0.13114754098360656
1029,0,0.05
1030,0,0.0
1031,0,0.0
1032,0,0.0
1033,1,1.0
1034,1,1.0
1035,0,0.0
1036,0,0.5
1037,0,0.38461538461538464
1038,1,0.6363636363636364
1039,0,0.12371134020618557
1040,1,0.6666666666666666
1041,0,0.0
1042,1,1.0
1043,0,0.13114754098360656
1044,0,0.0
1045,1,1.0
1046,0,0.0
1047,0,0.12371134020618557
1048,1,1.0
1049,1,0.5714285714285714
1050,0,0.5
1051,1,1.0
1052,1,0.8620689655172413
1053,1,1.0
1054,1,1.0
1055,0,0.12371134020618557
1056,0,0.08571428571428572
1057,1,1.0
1058,0,0.3333333333333333
1059,0,0.0
1060,1,1.0
1061,0,0.0
1062,0,0.12371134020618557
1063,0,0.13114754098360656
1064,0,0.0
1065,0,0.13114754098360656
1066,0,0.0
1067,1,1.0
1068,1,1.0
1069,1,1.0
1070,1,1.0
1071,1,1.0
1072,0,0.05
1073,0,0.3333333333333333
1074,1,1.0
1075,0,0.13114754098360656
1076,1,1.0
1077,0,0.0
1078,1,1.0
1079,0,0.12371134020618557
1080,0,0.0
1081,0,0.08571428571428572
1082,0,0.0
1083,0,0.0
1084,1,1.0
1085,0,0.08571428571428572
1086,1,1.0
1087,0,0.0
1088,1,1.0
1089,0,0.0
1090,0,0.12371134020618557
1091,0,0.0
1092,1,1.0
1093,1,1.0
1094,0,0.0
1095,1,1.0
1096,0,0.12371134020618557
1097,0,0.0
1098,0,0.0
1099,0,0.12371134020618557
1100,1,1.0
1101,0,0.12371134020618557
1102,1,1.0
1103,0,0.12371134020618557
1104,0,0.0
1105,0,0.5
1106,0,0.0
1107,0,0.3333333333333333
1108,1,0.8620689655172413
1109,0,0.0
1110,1,1.0
1111,0,0.12371134020618557
1112,1,1.0
1113,0,0.12371134020618557
1114,1,1.0
1115,0,0.12371134020618557
1116,1,1.0
1117,0,0.0
1118,0,0.12371134020618557
1119,1,0.8620689655172413
1120,0,0.0
1121,0,0.08571428571428572
1122,0,0.0
1123,1,1.0
1124,0,0.12371134020618557
1125,0,0.13114754098360656
1126,0,0.3333333333333333
1127,0,0.12371134020618557
1128,1,1.0
1129,0,0.13114754098360656
1130,1,1.0
1131,1,1.0
1132,1,1.0
1133,1,1.0
1134,0,0.3333333333333333
1135,0,0.12371134020618557
1136,0,0.0
1137,0,0.3333333333333333
1138,1,1.0
1139,0,0.0
1140,1,1.0
1141,0,0.0
1142,0,0.5
1143,0,0.12371134020618557
1144,0,0.0
1145,0,0.12371134020618557
1146,0,0.08571428571428572
1147,0,0.12371134020618557
1148,0,0.13114754098360656
1149,0,0.0625
1150,1,0.6666666666666666
1151,0,0.12371134020618557
1152,0,0.0
1153,0,0.12371134020618557
1154,1,1.0
1155,1,1.0
1156,0,0.13114754098360656
1157,0,0.12371134020618557
1158,0,0.0
1159,0,0.12371134020618557
1160,0,0.0
1161,0,0.12371134020618557
1162,0,0.3333333333333333
1163,0,0.13114754098360656
1164,1,1.0
1165,1,1.0
1166,0,0.13114754098360656
1167,1,1.0
1168,0,0.0625
1169,0,0.0
1170,0,0.0
1171,0,0.12371134020618557
1172,0,0.0
1173,1,1.0
1174,1,0.8620689655172413
1175,0,0.3333333333333333
1176,0,0.0
1177,0,0.0
1178,0,0.12371134020618557
1179,1,0.6363636363636364
1180,0,0.13114754098360656
1181,0,0.12371134020618557
1182,1,0.6363636363636364
1183,0,0.0
1184,0,0.13114754098360656
1185,0,0.3333333333333333
1186,0,0.08571428571428572
1187,0,0.12371134020618557
1188,0,0.5
1189,0,0.5
1190,0,0.3333333333333333
1191,0,0.0625
1192,0,0.38461538461538464
1193,0,0.13114754098360656
1194,0,0.0
1195,0,0.12371134020618557
1196,1,0.8620689655172413
1197,0,0.5
1198,0,0.0
1199,1,1.0
1200,0,0.0
1201,0,0.0
1202,0,0.12371134020618557
1203,0,0.13114754098360656
1204,0,0.12371134020618557
1205,0,0.0
1206,1,1.0
1207,1,0.8620689655172413
1208,1,1.0
1209,0,0.12371134020618557
1210,0,0.12371134020618557
1211,0,0.0
1212,0,0.12371134020618557
1213,0,0.13114754098360656
1214,0,0.05
1215,1,1.0
1216,1,1.0
1217,0,0.12371134020618557
1218,1,1.0
1219,0,0.3333333333333333
1220,0,0.0
1221,0,0.05
1222,1,1.0
1223,0,0.3333333333333333
1224,0,0.13114754098360656
1225,1,1.0
1226,0,0.12371134020618557
1227,0,0.0
1228,0,0.38461538461538464
1229,0,0.0
1230,0,0.0
1231,0,0.13114754098360656
1232,0,0.12371134020618557
1233,0,0.38461538461538464
1234,0,0.0
1235,1,1.0
1236,0,0.0
1237,1,1.0
1238,0,0.05
1239,0,0.0
1240,0,0.0
1241,1,1.0
1242,1,1.0
1243,0,0.12371134020618557
1244,0,0.0
1245,0,0.0
1246,0,0.0
1247,0,0.0
1248,1,1.0
1249,0,0.12371134020618557
1250,0,0.13114754098360656
1251,1,0.8
1252,0,0.0
1253,1,1.0
1254,1,1.0
1255,0,0.12371134020618557
1256,1,1.0
1257,1,1.0
1258,0,0.13114754098360656
1259,1,1.0
1260,1,1.0
1261,0,0.13114754098360656
1262,0,0.05
1263,1,1.0
1264,0,0.0
1265,0,0.08571428571428572
1266,1,1.0
1267,1,1.0
1268,0,0.0
1269,0,0.05
1270,0,0.0
1271,0,0.25
1272,0,0.13114754098360656
1273,0,0.13114754098360656
1274,1,1.0
1275,1,1.0
1276,0,0.05
1277,1,1.0
1278,0,0.12371134020618557
1279,0,0.08571428571428572
1280,0,0.13114754098360656
1281,0,0.25
1282,1,0.6363636363636364
1283,1,1.0
1284,1,1.0
1285,0,0.08571428571428572
1286,0,0.0
1287,1,1.0
1288,0,0.13114754098360656
1289,1,1.0
1290,0,0.12371134020618557
1291,0,0.0
1292,1,1.0
1293,0,0.0
1294,1,1.0
1295,1,1.0
1296,0,0.3333333333333333
1297,0,0.13114754098360656
1298,0,0.12371134020618557
1299,0,0.0
1300,1,0.8620689655172413
1301,1,1.0
1302,1,0.8620689655172413
1303,1,1.0
1304,0,0.0
1305,0,0.12371134020618557
1306,1,1.0
1307,0,0.0
1308,0,0.12371134020618557
1309,1,0.75
